subtechnique_id,sub-technique of,relationship
T1548.002,T1548,sub-technique
T1548.004,T1548,sub-technique
T1548.001,T1548,sub-technique
T1548.003,T1548,sub-technique
T1548.006,T1548,sub-technique
T1548.005,T1548,sub-technique
T1134.002,T1134,sub-technique
T1134.003,T1134,sub-technique
T1134.004,T1134,sub-technique
T1134.005,T1134,sub-technique
T1134.001,T1134,sub-technique
T1087.004,T1087,sub-technique
T1087.002,T1087,sub-technique
T1087.003,T1087,sub-technique
T1087.001,T1087,sub-technique
T1098.001,T1098,sub-technique
T1098.003,T1098,sub-technique
T1098.006,T1098,sub-technique
T1098.002,T1098,sub-technique
T1098.007,T1098,sub-technique
T1098.005,T1098,sub-technique
T1098.004,T1098,sub-technique
T1583.005,T1583,sub-technique
T1583.002,T1583,sub-technique
T1583.001,T1583,sub-technique
T1583.008,T1583,sub-technique
T1583.004,T1583,sub-technique
T1583.007,T1583,sub-technique
T1583.003,T1583,sub-technique
T1583.006,T1583,sub-technique
T1595.001,T1595,sub-technique
T1595.002,T1595,sub-technique
T1595.003,T1595,sub-technique
T1557.002,T1557,sub-technique
T1557.003,T1557,sub-technique
T1557.004,T1557,sub-technique
T1557.001,T1557,sub-technique
T1071.004,T1071,sub-technique
T1071.002,T1071,sub-technique
T1071.003,T1071,sub-technique
T1071.005,T1071,sub-technique
T1071.001,T1071,sub-technique
T1560.003,T1560,sub-technique
T1560.002,T1560,sub-technique
T1560.001,T1560,sub-technique
T1020.001,T1020,sub-technique
T1547.014,T1547,sub-technique
T1547.002,T1547,sub-technique
T1547.006,T1547,sub-technique
T1547.008,T1547,sub-technique
T1547.015,T1547,sub-technique
T1547.010,T1547,sub-technique
T1547.012,T1547,sub-technique
T1547.007,T1547,sub-technique
T1547.001,T1547,sub-technique
T1547.005,T1547,sub-technique
T1547.009,T1547,sub-technique
T1547.003,T1547,sub-technique
T1547.004,T1547,sub-technique
T1547.013,T1547,sub-technique
T1037.002,T1037,sub-technique
T1037.001,T1037,sub-technique
T1037.003,T1037,sub-technique
T1037.004,T1037,sub-technique
T1037.005,T1037,sub-technique
T1110.004,T1110,sub-technique
T1110.002,T1110,sub-technique
T1110.001,T1110,sub-technique
T1110.003,T1110,sub-technique
T1059.002,T1059,sub-technique
T1059.010,T1059,sub-technique
T1059.009,T1059,sub-technique
T1059.007,T1059,sub-technique
T1059.011,T1059,sub-technique
T1059.008,T1059,sub-technique
T1059.001,T1059,sub-technique
T1059.006,T1059,sub-technique
T1059.004,T1059,sub-technique
T1059.005,T1059,sub-technique
T1059.003,T1059,sub-technique
T1586.003,T1586,sub-technique
T1586.002,T1586,sub-technique
T1586.001,T1586,sub-technique
T1584.005,T1584,sub-technique
T1584.002,T1584,sub-technique
T1584.001,T1584,sub-technique
T1584.008,T1584,sub-technique
T1584.004,T1584,sub-technique
T1584.007,T1584,sub-technique
T1584.003,T1584,sub-technique
T1584.006,T1584,sub-technique
T1136.003,T1136,sub-technique
T1136.002,T1136,sub-technique
T1136.001,T1136,sub-technique
T1543.005,T1543,sub-technique
T1543.001,T1543,sub-technique
T1543.004,T1543,sub-technique
T1543.002,T1543,sub-technique
T1543.003,T1543,sub-technique
T1555.006,T1555,sub-technique
T1555.003,T1555,sub-technique
T1555.001,T1555,sub-technique
T1555.005,T1555,sub-technique
T1555.002,T1555,sub-technique
T1555.004,T1555,sub-technique
T1485.001,T1485,sub-technique
T1132.002,T1132,sub-technique
T1132.001,T1132,sub-technique
T1565.003,T1565,sub-technique
T1565.001,T1565,sub-technique
T1565.002,T1565,sub-technique
T1001.001,T1001,sub-technique
T1001.003,T1001,sub-technique
T1001.002,T1001,sub-technique
T1074.001,T1074,sub-technique
T1074.002,T1074,sub-technique
T1602.002,T1602,sub-technique
T1602.001,T1602,sub-technique
T1213.003,T1213,sub-technique
T1213.001,T1213,sub-technique
T1213.004,T1213,sub-technique
T1213.005,T1213,sub-technique
T1213.002,T1213,sub-technique
T1491.002,T1491,sub-technique
T1491.001,T1491,sub-technique
T1587.002,T1587,sub-technique
T1587.003,T1587,sub-technique
T1587.004,T1587,sub-technique
T1587.001,T1587,sub-technique
T1561.001,T1561,sub-technique
T1561.002,T1561,sub-technique
T1484.001,T1484,sub-technique
T1484.002,T1484,sub-technique
T1568.003,T1568,sub-technique
T1568.002,T1568,sub-technique
T1568.001,T1568,sub-technique
T1114.003,T1114,sub-technique
T1114.001,T1114,sub-technique
T1114.002,T1114,sub-technique
T1573.002,T1573,sub-technique
T1573.001,T1573,sub-technique
T1499.003,T1499,sub-technique
T1499.004,T1499,sub-technique
T1499.001,T1499,sub-technique
T1499.002,T1499,sub-technique
T1585.003,T1585,sub-technique
T1585.002,T1585,sub-technique
T1585.001,T1585,sub-technique
T1546.008,T1546,sub-technique
T1546.009,T1546,sub-technique
T1546.010,T1546,sub-technique
T1546.011,T1546,sub-technique
T1546.001,T1546,sub-technique
T1546.015,T1546,sub-technique
T1546.014,T1546,sub-technique
T1546.012,T1546,sub-technique
T1546.016,T1546,sub-technique
T1546.006,T1546,sub-technique
T1546.007,T1546,sub-technique
T1546.013,T1546,sub-technique
T1546.002,T1546,sub-technique
T1546.005,T1546,sub-technique
T1546.017,T1546,sub-technique
T1546.004,T1546,sub-technique
T1546.003,T1546,sub-technique
T1480.001,T1480,sub-technique
T1480.002,T1480,sub-technique
T1048.002,T1048,sub-technique
T1048.001,T1048,sub-technique
T1048.003,T1048,sub-technique
T1011.001,T1011,sub-technique
T1052.001,T1052,sub-technique
T1567.004,T1567,sub-technique
T1567.002,T1567,sub-technique
T1567.001,T1567,sub-technique
T1567.003,T1567,sub-technique
T1222.002,T1222,sub-technique
T1222.001,T1222,sub-technique
T1606.002,T1606,sub-technique
T1606.001,T1606,sub-technique
T1592.004,T1592,sub-technique
T1592.003,T1592,sub-technique
T1592.001,T1592,sub-technique
T1592.002,T1592,sub-technique
T1589.001,T1589,sub-technique
T1589.002,T1589,sub-technique
T1589.003,T1589,sub-technique
T1590.002,T1590,sub-technique
T1590.001,T1590,sub-technique
T1590.005,T1590,sub-technique
T1590.006,T1590,sub-technique
T1590.004,T1590,sub-technique
T1590.003,T1590,sub-technique
T1591.002,T1591,sub-technique
T1591.001,T1591,sub-technique
T1591.003,T1591,sub-technique
T1591.004,T1591,sub-technique
T1564.008,T1564,sub-technique
T1564.012,T1564,sub-technique
T1564.005,T1564,sub-technique
T1564.001,T1564,sub-technique
T1564.002,T1564,sub-technique
T1564.003,T1564,sub-technique
T1564.011,T1564,sub-technique
T1564.004,T1564,sub-technique
T1564.010,T1564,sub-technique
T1564.009,T1564,sub-technique
T1564.006,T1564,sub-technique
T1564.007,T1564,sub-technique
T1574.014,T1574,sub-technique
T1574.012,T1574,sub-technique
T1574.001,T1574,sub-technique
T1574.002,T1574,sub-technique
T1574.004,T1574,sub-technique
T1574.006,T1574,sub-technique
T1574.005,T1574,sub-technique
T1574.013,T1574,sub-technique
T1574.007,T1574,sub-technique
T1574.008,T1574,sub-technique
T1574.009,T1574,sub-technique
T1574.010,T1574,sub-technique
T1574.011,T1574,sub-technique
T1562.002,T1562,sub-technique
T1562.007,T1562,sub-technique
T1562.008,T1562,sub-technique
T1562.012,T1562,sub-technique
T1562.004,T1562,sub-technique
T1562.001,T1562,sub-technique
T1562.010,T1562,sub-technique
T1562.003,T1562,sub-technique
T1562.006,T1562,sub-technique
T1562.009,T1562,sub-technique
T1562.011,T1562,sub-technique
T1070.003,T1070,sub-technique
T1070.002,T1070,sub-technique
T1070.008,T1070,sub-technique
T1070.007,T1070,sub-technique
T1070.009,T1070,sub-technique
T1070.001,T1070,sub-technique
T1070.004,T1070,sub-technique
T1070.005,T1070,sub-technique
T1070.010,T1070,sub-technique
T1070.006,T1070,sub-technique
T1056.004,T1056,sub-technique
T1056.002,T1056,sub-technique
T1056.001,T1056,sub-technique
T1056.003,T1056,sub-technique
T1559.001,T1559,sub-technique
T1559.002,T1559,sub-technique
T1559.003,T1559,sub-technique
T1036.009,T1036,sub-technique
T1036.007,T1036,sub-technique
T1036.001,T1036,sub-technique
T1036.010,T1036,sub-technique
T1036.008,T1036,sub-technique
T1036.004,T1036,sub-technique
T1036.005,T1036,sub-technique
T1036.003,T1036,sub-technique
T1036.002,T1036,sub-technique
T1036.006,T1036,sub-technique
T1556.009,T1556,sub-technique
T1556.001,T1556,sub-technique
T1556.007,T1556,sub-technique
T1556.006,T1556,sub-technique
T1556.004,T1556,sub-technique
T1556.008,T1556,sub-technique
T1556.002,T1556,sub-technique
T1556.003,T1556,sub-technique
T1556.005,T1556,sub-technique
T1578.002,T1578,sub-technique
T1578.001,T1578,sub-technique
T1578.003,T1578,sub-technique
T1578.005,T1578,sub-technique
T1578.004,T1578,sub-technique
T1601.002,T1601,sub-technique
T1601.001,T1601,sub-technique
T1599.001,T1599,sub-technique
T1498.001,T1498,sub-technique
T1498.002,T1498,sub-technique
T1003.008,T1003,sub-technique
T1003.005,T1003,sub-technique
T1003.006,T1003,sub-technique
T1003.004,T1003,sub-technique
T1003.001,T1003,sub-technique
T1003.003,T1003,sub-technique
T1003.007,T1003,sub-technique
T1003.002,T1003,sub-technique
T1027.001,T1027,sub-technique
T1027.010,T1027,sub-technique
T1027.004,T1027,sub-technique
T1027.007,T1027,sub-technique
T1027.009,T1027,sub-technique
T1027.013,T1027,sub-technique
T1027.011,T1027,sub-technique
T1027.006,T1027,sub-technique
T1027.005,T1027,sub-technique
T1027.012,T1027,sub-technique
T1027.014,T1027,sub-technique
T1027.002,T1027,sub-technique
T1027.003,T1027,sub-technique
T1027.008,T1027,sub-technique
T1588.007,T1588,sub-technique
T1588.003,T1588,sub-technique
T1588.004,T1588,sub-technique
T1588.005,T1588,sub-technique
T1588.001,T1588,sub-technique
T1588.002,T1588,sub-technique
T1588.006,T1588,sub-technique
T1137.006,T1137,sub-technique
T1137.001,T1137,sub-technique
T1137.002,T1137,sub-technique
T1137.003,T1137,sub-technique
T1137.004,T1137,sub-technique
T1137.005,T1137,sub-technique
T1069.003,T1069,sub-technique
T1069.002,T1069,sub-technique
T1069.001,T1069,sub-technique
T1598.002,T1598,sub-technique
T1598.003,T1598,sub-technique
T1598.001,T1598,sub-technique
T1598.004,T1598,sub-technique
T1566.001,T1566,sub-technique
T1566.002,T1566,sub-technique
T1566.004,T1566,sub-technique
T1566.003,T1566,sub-technique
T1542.003,T1542,sub-technique
T1542.002,T1542,sub-technique
T1542.004,T1542,sub-technique
T1542.001,T1542,sub-technique
T1542.005,T1542,sub-technique
T1055.004,T1055,sub-technique
T1055.001,T1055,sub-technique
T1055.011,T1055,sub-technique
T1055.015,T1055,sub-technique
T1055.002,T1055,sub-technique
T1055.009,T1055,sub-technique
T1055.013,T1055,sub-technique
T1055.012,T1055,sub-technique
T1055.008,T1055,sub-technique
T1055.003,T1055,sub-technique
T1055.005,T1055,sub-technique
T1055.014,T1055,sub-technique
T1090.004,T1090,sub-technique
T1090.002,T1090,sub-technique
T1090.001,T1090,sub-technique
T1090.003,T1090,sub-technique
T1563.002,T1563,sub-technique
T1563.001,T1563,sub-technique
T1021.007,T1021,sub-technique
T1021.008,T1021,sub-technique
T1021.003,T1021,sub-technique
T1021.001,T1021,sub-technique
T1021.002,T1021,sub-technique
T1021.004,T1021,sub-technique
T1021.005,T1021,sub-technique
T1021.006,T1021,sub-technique
T1496.002,T1496,sub-technique
T1496.004,T1496,sub-technique
T1496.001,T1496,sub-technique
T1496.003,T1496,sub-technique
T1053.002,T1053,sub-technique
T1053.007,T1053,sub-technique
T1053.003,T1053,sub-technique
T1053.005,T1053,sub-technique
T1053.006,T1053,sub-technique
T1597.002,T1597,sub-technique
T1597.001,T1597,sub-technique
T1596.004,T1596,sub-technique
T1596.001,T1596,sub-technique
T1596.003,T1596,sub-technique
T1596.005,T1596,sub-technique
T1596.002,T1596,sub-technique
T1593.003,T1593,sub-technique
T1593.002,T1593,sub-technique
T1593.001,T1593,sub-technique
T1505.004,T1505,sub-technique
T1505.001,T1505,sub-technique
T1505.005,T1505,sub-technique
T1505.002,T1505,sub-technique
T1505.003,T1505,sub-technique
T1518.001,T1518,sub-technique
T1608.004,T1608,sub-technique
T1608.003,T1608,sub-technique
T1608.005,T1608,sub-technique
T1608.006,T1608,sub-technique
T1608.001,T1608,sub-technique
T1608.002,T1608,sub-technique
T1558.004,T1558,sub-technique
T1558.005,T1558,sub-technique
T1558.001,T1558,sub-technique
T1558.003,T1558,sub-technique
T1558.002,T1558,sub-technique
T1553.002,T1553,sub-technique
T1553.006,T1553,sub-technique
T1553.001,T1553,sub-technique
T1553.004,T1553,sub-technique
T1553.005,T1553,sub-technique
T1553.003,T1553,sub-technique
T1195.003,T1195,sub-technique
T1195.001,T1195,sub-technique
T1195.002,T1195,sub-technique
T1218.003,T1218,sub-technique
T1218.001,T1218,sub-technique
T1218.002,T1218,sub-technique
T1218.015,T1218,sub-technique
T1218.004,T1218,sub-technique
T1218.014,T1218,sub-technique
T1218.013,T1218,sub-technique
T1218.005,T1218,sub-technique
T1218.007,T1218,sub-technique
T1218.008,T1218,sub-technique
T1218.009,T1218,sub-technique
T1218.010,T1218,sub-technique
T1218.011,T1218,sub-technique
T1218.012,T1218,sub-technique
T1614.001,T1614,sub-technique
T1016.001,T1016,sub-technique
T1016.002,T1016,sub-technique
T1216.001,T1216,sub-technique
T1216.002,T1216,sub-technique
T1569.001,T1569,sub-technique
T1569.002,T1569,sub-technique
T1205.001,T1205,sub-technique
T1205.002,T1205,sub-technique
T1127.002,T1127,sub-technique
T1127.001,T1127,sub-technique
T1552.003,T1552,sub-technique
T1552.008,T1552,sub-technique
T1552.005,T1552,sub-technique
T1552.007,T1552,sub-technique
T1552.001,T1552,sub-technique
T1552.002,T1552,sub-technique
T1552.006,T1552,sub-technique
T1552.004,T1552,sub-technique
T1550.001,T1550,sub-technique
T1550.002,T1550,sub-technique
T1550.003,T1550,sub-technique
T1550.004,T1550,sub-technique
T1204.002,T1204,sub-technique
T1204.003,T1204,sub-technique
T1204.001,T1204,sub-technique
T1078.004,T1078,sub-technique
T1078.001,T1078,sub-technique
T1078.002,T1078,sub-technique
T1078.003,T1078,sub-technique
T1497.001,T1497,sub-technique
T1497.003,T1497,sub-technique
T1497.002,T1497,sub-technique
T1600.002,T1600,sub-technique
T1600.001,T1600,sub-technique
T1102.002,T1102,sub-technique
T1102.001,T1102,sub-technique
T1102.003,T1102,sub-technique
